Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,State,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Mode,Payment Method,Sales Representative
ORD-104442,2022-09-23,2022-09-24,CU-10222,Daniel Scott,Consumer,United States,Nevada,Las Vegas,West,PR-0022,Furniture,Chairs,Task Chair Basic,906.53,1,0.1,154.17,First Class,PayPal,Liam O'Connor
ORD-110589,2024-08-25,2024-08-29,CU-11083,Charles Martin,Consumer,United States,Tennessee,Nashville,South,PR-0026,Furniture,Tables,Glass Office Desk,3851.99,6,0.3,-266.83,Standard Class,PayPal,Alex Turner
ORD-111272,2022-08-13,2022-08-16,CU-10972,James Garcia,Consumer,United States,Georgia,Atlanta,South,PR-0001,Technology,Phones,UltraPhone X12,2559.27,3,0.05,556.71,Same Day,Cash on Delivery,Ethan Wu
ORD-106175,2022-11-09,2022-11-11,CU-12144,Elizabeth Miller,Consumer,United States,Oregon,Portland,West,PR-0042,Office Supplies,Storage,Desk Organizer,163.84,2,0.3,15.16,Standard Class,Debit Card,Daniel Kim
ORD-111342,2025-11-28,2025-12-05,CU-11965,Sandra Taylor,Consumer,United States,Pennsylvania,Pittsburgh,East,PR-0013,Technology,Accessories,USB-C Hub,4430.61,3,0.05,570.92,Standard Class,Credit Card,Grace Okafor
ORD-100035,2023-06-05,2023-06-10,CU-10802,Deborah Torres,Consumer,United States,Tennessee,Nashville,South,PR-0030,Furniture,Furnishings,Desk Lamp LED,3970.3,5,0.0,1448.8,Standard Class,Bank Transfer,Alex Turner
ORD-103836,2022-12-16,2022-12-19,CU-10580,Andrew Harris,Home Office,United States,Illinois,Springfield,Central,PR-0014,Technology,Accessories,Laptop Stand,1183.52,1,0.05,190.04,Standard Class,Bank Transfer,Nina Petrova
ORD-103444,2025-02-23,2025-02-24,CU-11824,Edward Davis,Consumer,United States,Illinois,Springfield,Central,PR-0047,Office Supplies,Labels,Address Label Pack,29.39,1,0.1,14.59,First Class,Cash on Delivery,Liam O'Connor
ORD-104727,2025-10-19,2025-10-23,CU-10786,Mary Hill,Consumer,United States,Nevada,Las Vegas,West,PR-0007,Technology,Computers,AirLight 13,333.16,2,0.05,51.14,Standard Class,Cash on Delivery,Alex Turner
ORD-107209,2025-04-28,2025-05-01,CU-10265,Brian Jackson,Consumer,United States,Nevada,Las Vegas,West,PR-0027,Furniture,Bookcases,5-Shelf Bookcase,4089.94,5,0.05,1089.22,Second Class,Cash on Delivery,Sofia Rossi
ORD-101721,2025-01-27,2025-01-30,CU-11410,Patricia Thompson,Consumer,United States,Georgia,Savannah,South,PR-0048,Office Supplies,Labels,Shipping Label Roll,82.1,2,0.0,44.19,Standard Class,PayPal,Liam O'Connor
ORD-105410,2023-03-16,2023-03-18,CU-11865,Paul Lee,Consumer,United States,Illinois,Chicago,Central,PR-0017,Technology,Copiers,PrintMaster 200,4906.57,4,0.15,446.06,Standard Class,Credit Card,Sofia Rossi
ORD-104099,2022-06-05,2022-06-11,CU-12051,Nancy Lopez,Corporate,United States,North Carolina,Raleigh,South,PR-0029,Furniture,Bookcases,Modern Ladder Shelf,447.72,2,0.05,126.43,Second Class,PayPal,Priya Nair
ORD-107295,2022-12-07,2022-12-10,CU-10069,Matthew Harris,Corporate,United States,Florida,Miami,South,PR-0011,Technology,Accessories,Wireless Mouse,1702.68,1,0.0,448.73,Standard Class,Bank Transfer,Maria Silva
ORD-111372,2024-12-11,2024-12-17,CU-10645,Joseph Gonzalez,Corporate,United States,Ohio,Cleveland,Central,PR-0018,Technology,Copiers,ScanPro Duo,974.12,1,0.05,126.43,First Class,Bank Transfer,Carlos Mendes
ORD-108799,2023-10-10,2023-10-17,CU-10156,Patricia Nguyen,Consumer,United States,Pennsylvania,Philadelphia,East,PR-0017,Technology,Copiers,PrintMaster 200,627.3,1,0.0,125.46,Standard Class,Cash on Delivery,Nina Petrova
ORD-102129,2022-04-15,2022-04-22,CU-11658,Carol Hernandez,Consumer,United States,New Jersey,Newark,East,PR-0004,Technology,Phones,Phone Pro Max,382.98,1,0.0,98.31,Standard Class,Bank Transfer,Sofia Rossi
ORD-100848,2024-10-20,2024-10-23,CU-12003,John Flores,Consumer,United States,Georgia,Atlanta,South,PR-0038,Office Supplies,Binders,3-Ring Binder,22.12,1,0.1,10.33,Standard Class,Bank Transfer,Nina Petrova
ORD-109020,2025-03-12,2025-03-19,CU-10240,Deborah Moore,Consumer,United States,Washington,Spokane,West,PR-0044,Office Supplies,Art,Marker Set,50.25,1,0.0,24.26,Standard Class,Debit Card,Alex Turner
ORD-101632,2024-11-15,2024-11-20,CU-11934,Edward Harris,Home Office,United States,New Jersey,Newark,East,PR-0034,Office Supplies,Paper,Premium Copy Paper,104.14,2,0.05,48.34,Standard Class,Cash on Delivery,Sofia Rossi
ORD-101394,2023-11-17,2023-11-22,CU-11227,Anthony Wilson,Consumer,United States,Pennsylvania,Philadelphia,East,PR-0003,Technology,Phones,ZenPhone Lite,1410.26,1,0.1,265.55,Standard Class,Bank Transfer,Sofia Rossi
ORD-106622,2025-09-02,2025-09-09,CU-11400,Christopher Torres,Consumer,United States,Michigan,Detroit,Central,PR-0025,Furniture,Tables,Round Meeting Table,259.27,2,0.1,43.36,Standard Class,Credit Card,Maria Silva
ORD-104301,2022-12-24,2022-12-30,CU-10865,Mark Torres,Corporate,United States,Oregon,Portland,West,PR-0028,Furniture,Bookcases,Corner Bookshelf,1336.4,5,0.3,-29.0,Standard Class,Bank Transfer,Alex Turner
ORD-106597,2024-11-09,2024-11-16,CU-11446,Deborah Jackson,Consumer,United States,Tennessee,Memphis,South,PR-0047,Office Supplies,Labels,Address Label Pack,408.89,4,0.1,151.53,Standard Class,Bank Transfer,Liam O'Connor
ORD-103533,2025-08-13,2025-08-15,CU-11962,Linda Wright,Consumer,United States,Tennessee,Memphis,South,PR-0028,Furniture,Bookcases,Corner Bookshelf,4399.55,6,0.05,892.48,First Class,Credit Card,Nina Petrova
ORD-105643,2022-11-08,2022-11-15,CU-10326,Amanda Wilson,Home Office,United States,New York,New York City,East,PR-0024,Furniture,Tables,Standing Desk Pro,391.91,1,0.0,148.21,Second Class,Credit Card,Maria Silva
ORD-101618,2022-01-05,2022-01-12,CU-11760,Kenneth Clark,Corporate,United States,New York,New York City,East,PR-0046,Office Supplies,Art,Whiteboard Markers,139.82,2,0.15,43.23,Second Class,PayPal,Carlos Mendes
ORD-109933,2025-05-11,2025-05-13,CU-10504,Charles Lewis,Consumer,United States,Texas,Dallas,Central,PR-0013,Technology,Accessories,USB-C Hub,1149.16,1,0.1,184.97,Second Class,Cash on Delivery,Daniel Kim
ORD-107383,2024-05-08,2024-05-15,CU-11143,Nancy Hill,Corporate,United States,Massachusetts,Boston,East,PR-0048,Office Supplies,Labels,Shipping Label Roll,161.02,2,0.0,67.71,Standard Class,PayPal,Grace Okafor
ORD-108808,2023-06-19,2023-06-23,CU-10451,Karen Smith,Consumer,United States,Washington,Spokane,West,PR-0018,Technology,Copiers,ScanPro Duo,5015.7,6,0.0,1636.52,Standard Class,Debit Card,Grace Okafor
ORD-102992,2023-01-23,2023-01-30,CU-10787,Kevin Moore,Consumer,United States,Ohio,Columbus,Central,PR-0020,Furniture,Chairs,MeshBack Office Chair,5769.99,6,0.15,1015.54,Second Class,Credit Card,Grace Okafor
ORD-101895,2024-02-25,2024-02-28,CU-11094,Robert Martin,Consumer,United States,Illinois,Chicago,Central,PR-0041,Office Supplies,Storage,Storage Box Set,662.69,7,0.0,283.85,Standard Class,Bank Transfer,Carlos Mendes
ORD-101542,2025-10-13,2025-10-20,CU-10972,James Garcia,Home Office,United States,California,Los Angeles,West,PR-0019,Furniture,Chairs,ErgoChair Deluxe,481.66,2,0.1,163.29,Same Day,Bank Transfer,Alex Turner
ORD-110785,2025-04-24,2025-04-25,CU-10389,Paul Ramirez,Consumer,United States,California,San Francisco,West,PR-0046,Office Supplies,Art,Whiteboard Markers,169.96,2,0.0,70.16,Standard Class,Debit Card,Alex Turner
ORD-100679,2023-10-13,2023-10-18,CU-10082,Steven Miller,Corporate,United States,Illinois,Springfield,Central,PR-0030,Furniture,Furnishings,Desk Lamp LED,588.45,1,0.15,61.49,Standard Class,Debit Card,Daniel Kim
ORD-101727,2025-05-12,2025-05-13,CU-11113,Daniel King,Home Office,United States,Florida,Orlando,South,PR-0009,Technology,Computers,UltraSlim Laptop,2476.36,2,0.0,660.74,Standard Class,Debit Card,Ethan Wu
ORD-105154,2025-06-22,2025-06-24,CU-12007,Emily Walker,Corporate,United States,Texas,Houston,Central,PR-0039,Office Supplies,Binders,Report Cover Binder,69.62,1,0.0,35.79,Standard Class,Cash on Delivery,Nina Petrova
ORD-106585,2024-11-14,2024-11-21,CU-10925,Michael Allen,Consumer,United States,New York,New York City,East,PR-0018,Technology,Copiers,ScanPro Duo,4667.42,7,0.4,-1511.66,Same Day,Credit Card,Alex Turner
ORD-106624,2025-02-05,2025-02-08,CU-10311,Mark Hernandez,Corporate,United States,Florida,Orlando,South,PR-0037,Office Supplies,Paper,Printer Paper Ream,359.56,6,,174.59,Standard Class,PayPal,Maria Silva
ORD-103811,2022-06-01,2022-06-05,CU-11245,Amanda Wilson,Corporate,United States,Ohio,Cleveland,Central,PR-0022,Furniture,Chairs,Task Chair Basic,5436.96,6,0.15,1216.61,Standard Class,Debit Card,Alex Turner
ORD-102098,2022-06-19,2022-06-22,CU-10575,Daniel Perez,Consumer,United States,Ohio,Cleveland,Central,PR-0020,Furniture,Chairs,MeshBack Office Chair,457.81,1,0.0,170.85,First Class,PayPal,Ethan Wu
ORD-103075,2023-04-25,2023-04-28,CU-11314,Donna Torres,Consumer,United States,Florida,Tampa,South,PR-0039,Office Supplies,Binders,Report Cover Binder,342.35,4,0.15,119.59,First Class,Cash on Delivery,Liam O'Connor
ORD-100627,2024-01-12,2024-01-13,CU-11441,Melissa Walker,Corporate,United States,Pennsylvania,Pittsburgh,East,PR-0039,Office Supplies,Binders,Report Cover Binder,80.36,1,0.15,29.56,Standard Class,Debit Card,Ethan Wu
ORD-106178,2025-04-30,2025-05-05,CU-10671,Carol Taylor,Consumer,United States,Pennsylvania,Pittsburgh,East,PR-0047,Office Supplies,Labels,Address Label Pack,188.6,6,0.15,55.44,Standard Class,Credit Card,Liam O'Connor
ORD-108912,2022-06-21,2022-06-27,CU-11915,,Consumer,United States,New York,Buffalo,East,PR-0039,Office Supplies,Binders,Report Cover Binder,21.38,1,0.4,2.04,Standard Class,Credit Card,Priya Nair
ORD-107294,2022-07-27,2022-07-31,CU-11794,George Anderson,Consumer,United States,Nevada,Las Vegas,West,PR-0024,Furniture,Tables,Standing Desk Pro,97.02,1,0.15,19.74,Second Class,PayPal,Nina Petrova
ORD-103899,2024-11-12,2024-11-14,CU-11955,Sarah Anderson,Corporate,United States,Massachusetts,Boston,East,PR-0044,Office Supplies,Art,Marker Set,334.84,4,0.0,151.18,Same Day,Credit Card,Sofia Rossi
ORD-109605,2022-12-14,2022-12-20,CU-11964,Mark Martin,Corporate,United States,Illinois,Chicago,Central,PR-0010,Technology,Computers,WorkStation Elite,961.4,4,0.0,267.83,Standard Class,Bank Transfer,Grace Okafor
ORD-106968,2024-03-18,2024-03-23,CU-10215,Emily Martinez,Consumer,United States,Michigan,Ann Arbor,Central,PR-0002,Technology,Phones,NovaPhone S8,4519.8,3,0.0,1054.36,Second Class,Bank Transfer,Maria Silva
ORD-109582,2022-02-10,2022-02-14,CU-10629,Donna Martin,Consumer,United States,New Jersey,Jersey City,East,PR-0039,Office Supplies,Binders,Report Cover Binder,67.35,1,0.15,22.39,Standard Class,Bank Transfer,Grace Okafor
ORD-108389,2025-07-14,2025-07-20,CU-10851,Deborah Hernandez,Home Office,United States,Texas,Houston,Central,PR-0010,Technology,Computers,WorkStation Elite,1122.39,2,0.1,314.92,Standard Class,Credit Card,Grace Okafor
ORD-111283,2022-12-15,2022-12-19,CU-10535,Thomas Lee,Corporate,United States,Georgia,Savannah,South,PR-0019,Furniture,Chairs,ErgoChair Deluxe,4112.81,5,0.3,170.11,First Class,Debit Card,Liam O'Connor
ORD-103401,2022-07-17,2022-07-21,CU-12010,William Clark,Consumer,United States,Pennsylvania,Pittsburgh,East,PR-0048,Office Supplies,Labels,Shipping Label Roll,55.33,1,0.0,26.72,Standard Class,Bank Transfer,Alex Turner
ORD-103815,2025-08-02,2025-08-06,CU-10249,George Lee,Corporate,United States,California,San Diego,West,PR-0033,Furniture,Furnishings,Filing Cabinet,264.84,1,0.05,68.27,Second Class,PayPal,Ethan Wu
ORD-108060,2023-04-04,2023-04-09,CU-10726,Melissa Jones,Corporate,United States,New Jersey,Jersey City,East,PR-0008,Technology,Computers,GameStation Tower,1352.96,1,0.05,355.83,Second Class,Debit Card,Sofia Rossi
ORD-107419,2024-02-12,2024-02-17,CU-10247,Michael Hill,Consumer,United States,Massachusetts,Worcester,East,PR-0006,Technology,Computers,ProBook 15,3184.21,2,0.05,396.95,Standard Class,PayPal,Daniel Kim
ORD-109897,2022-01-18,2022-01-20,CU-12058,Amanda Sanchez,Consumer,United States,New Jersey,Jersey City,East,PR-0032,Furniture,Furnishings,Wall Clock,1981.85,5,0.1,383.5,Standard Class,Debit Card,Grace Okafor
ORD-100448,2025-08-29,2025-09-04,CU-11537,Joshua Flores,Corporate,United States,Florida,Orlando,South,PR-0042,Office Supplies,Storage,Desk Organizer,215.57,2,0.1,69.19,Standard Class,Credit Card,Priya Nair
ORD-100207,2023-04-08,2023-04-09,CU-11574,Kimberly Hernandez,Home Office,United States,Tennessee,Nashville,South,PR-0037,Office Supplies,Paper,Printer Paper Ream,90.67,2,0.4,0.18,Standard Class,PayPal,Carlos Mendes
ORD-107578,2022-09-21,2022-09-27,CU-10222,Daniel Scott,Consumer,United States,Ohio,Columbus,Central,PR-0004,Technology,Phones,Phone Pro Max,1925.0,2,0.0,474.0,Same Day,Bank Transfer,Nina Petrova
ORD-106700,2024-06-19,2024-06-25,CU-11322,Amanda Martin,Consumer,United States,North Carolina,Raleigh,South,PR-0023,Furniture,Tables,Conference Table Oak,1651.86,2,0.2,335.64,Second Class,PayPal,Sofia Rossi
ORD-110837,2023-03-15,2023-03-17,CU-11047,Sarah Brown,Consumer,United States,Texas,Dallas,Central,PR-0019,Furniture,Chairs,ErgoChair Deluxe,4255.33,8,0.3,988.2,Standard Class,Bank Transfer,Sofia Rossi
ORD-104975,2022-03-13,2022-03-16,CU-11215,Andrew Anderson,Corporate,United States,North Carolina,Charlotte,South,PR-0044,Office Supplies,Art,Marker Set,67.21,1,0.05,26.28,Standard Class,PayPal,Maria Silva
ORD-100981,2025-08-20,2025-08-25,CU-12038,Amanda Thompson,Consumer,United States,New Jersey,Jersey City,East,PR-0045,Office Supplies,Art,Highlighter Pack,62.95,1,0.0,25.86,Second Class,Credit Card,Sofia Rossi
ORD-109866,2023-09-07,2023-09-08,CU-11543,Emily Harris,Home Office,United States,California,Los Angeles,West,PR-0026,Furniture,Tables,Glass Office Desk,1214.65,4,0.15,265.1,First Class,Cash on Delivery,Priya Nair
ORD-105672,2025-10-12,2025-10-18,CU-11667,Betty Johnson,Corporate,United States,Michigan,Detroit,Central,PR-0017,Technology,Copiers,PrintMaster 200,7174.56,4,0.0,2670.06,Second Class,Cash on Delivery,Alex Turner
ORD-104750,2023-08-29,2023-09-01,CU-10455,Emily Jackson,Consumer,United States,Ohio,Cleveland,Central,PR-0012,Technology,Accessories,Mechanical Keyboard,437.71,1,0.4,-100.06,Standard Class,Bank Transfer,Liam O'Connor
ORD-109087,2022-06-07,2022-06-11,CU-10405,Sarah Lee,Home Office,United States,Pennsylvania,Philadelphia,East,PR-0025,Furniture,Tables,Round Meeting Table,3360.66,3,0.05,895.76,Standard Class,Credit Card,Daniel Kim
ORD-108052,2023-12-29,2023-12-30,CU-10729,Steven Nguyen,Corporate,United States,Florida,Tampa,South,PR-0004,Technology,Phones,Phone Pro Max,1417.35,1,0.0,389.98,First Class,Bank Transfer,Maria Silva
ORD-102980,2025-10-20,2025-10-22,CU-11612,Brian Jones,Consumer,United States,Pennsylvania,Pittsburgh,East,PR-0009,Technology,Computers,UltraSlim Laptop,2103.5,5,0.0,429.97,Standard Class,Cash on Delivery,Priya Nair
ORD-110091,2025-04-11,2025-04-14,CU-12198,Karen Martin,Consumer,United States,Nevada,Reno,West,PR-0024,Furniture,Tables,Standing Desk Pro,2123.86,2,0.05,666.08,Standard Class,Debit Card,Maria Silva
ORD-111386,2025-11-14,2025-11-20,CU-11048,Robert Sanchez,Consumer,United States,New York,Albany,East,PR-0027,Furniture,Bookcases,5-Shelf Bookcase,639.91,1,0.0,186.47,Standard Class,Bank Transfer,Daniel Kim
ORD-109012,2022-01-19,2022-01-21,CU-12150,Kimberly Clark,Consumer,United States,New Jersey,Newark,East,PR-0003,Technology,Phones,ZenPhone Lite,253.66,1,0.05,43.61,Standard Class,Debit Card,Liam O'Connor
ORD-106869,2022-11-12,2022-11-13,CU-11430,Patricia Moore,Consumer,United States,Tennessee,Nashville,South,PR-0011,Technology,Accessories,Wireless Mouse,1559.09,1,0.05,363.49,Standard Class,Credit Card,Liam O'Connor
ORD-111322,2023-05-26,2023-05-31,CU-10189,David Lewis,Consumer,United States,Nevada,Reno,West,PR-0012,Technology,Accessories,Mechanical Keyboard,670.75,1,0.15,123.81,Standard Class,Bank Transfer,Nina Petrova
ORD-105195,2022-07-02,2022-07-09,CU-11476,Robert Brown,Home Office,United States,Pennsylvania,Philadelphia,East,PR-0037,Office Supplies,Paper,Printer Paper Ream,271.95,3,0.05,86.9,Standard Class,Bank Transfer,Daniel Kim
ORD-105072,2022-02-15,2022-02-19,CU-11064,Betty Lee,Consumer,United States,Massachusetts,Worcester,East,PR-0036,Office Supplies,Paper,Sticky Notes Set,241.03,3,0.2,72.51,Second Class,Debit Card,Carlos Mendes
ORD-105969,2025-09-15,2025-09-20,CU-11515,Joseph Wilson,Corporate,United States,Washington,Spokane,West,PR-0045,Office Supplies,Art,Highlighter Pack,90.92,1,0.15,43.11,First Class,Debit Card,Grace Okafor
ORD-107939,2024-09-17,2024-09-22,CU-11452,Michael Walker,Consumer,United States,New Jersey,Newark,East,PR-0020,Furniture,Chairs,MeshBack Office Chair,697.1,2,0.0,256.37,Same Day,Bank Transfer,Daniel Kim
ORD-104907,2023-04-27,2023-05-04,CU-11605,Lisa Davis,Corporate,United States,Pennsylvania,Pittsburgh,East,PR-0007,Technology,Computers,AirLight 13,876.38,1,0.15,43.95,Same Day,Debit Card,Alex Turner
ORD-110973,2025-08-05,2025-08-12,CU-10910,Dorothy Sanchez,Consumer,United States,Tennessee,Memphis,South,PR-0017,Technology,Copiers,PrintMaster 200,463.9,2,0.0,135.64,First Class,Debit Card,Daniel Kim
ORD-110825,2022-12-19,2022-12-26,CU-11393,Jessica Williams,Consumer,United States,Ohio,Cleveland,Central,PR-0026,Furniture,Tables,Glass Office Desk,173.26,1,0.1,34.95,Same Day,Cash on Delivery,Sofia Rossi
ORD-109955,2025-09-12,2025-09-14,CU-11119,Michelle Wright,Corporate,United States,New Jersey,Jersey City,East,PR-0033,Furniture,Furnishings,Filing Cabinet,882.97,2,0.1,318.0,Standard Class,Cash on Delivery,Sofia Rossi
ORD-107859,2022-05-14,2022-05-20,CU-11247,Christopher Walker,Consumer,United States,Ohio,Columbus,Central,PR-0010,Technology,Computers,WorkStation Elite,784.63,5,0.15,103.2,Standard Class,Credit Card,Ethan Wu
ORD-101266,2025-06-28,2025-07-01,CU-11437,Susan Perez,Corporate,United States,Nevada,Las Vegas,West,PR-0047,Office Supplies,Labels,Address Label Pack,47.21,1,0.1,21.15,Second Class,Bank Transfer,Sofia Rossi
ORD-103476,2022-08-12,2022-08-14,CU-10966,Michael Perez,Corporate,United States,North Carolina,Charlotte,South,PR-0013,Technology,Accessories,USB-C Hub,638.77,1,0.05,170.99,Second Class,Debit Card,Liam O'Connor
ORD-102848,2024-06-12,2024-06-17,CU-10863,Sandra Torres,Consumer,United States,New Jersey,Jersey City,East,PR-0001,Technology,Phones,UltraPhone X12,1057.73,2,0.1,157.89,First Class,Credit Card,Carlos Mendes
ORD-109852,2024-08-07,2024-08-08,CU-10844,Jennifer Ramirez,Consumer,United States,Michigan,Ann Arbor,Central,PR-0006,Technology,Computers,ProBook 15,1346.62,1,0.1,303.76,Standard Class,Cash on Delivery,Nina Petrova
ORD-110842,2023-09-11,2023-09-12,CU-11362,Paul Brown,Home Office,United States,California,San Francisco,West,PR-0032,Furniture,Furnishings,Wall Clock,618.31,1,0.4,-41.66,First Class,Bank Transfer,Carlos Mendes
ORD-106946,2023-10-25,2023-10-26,CU-12168,Christopher Jones,Consumer,United States,California,San Francisco,West,PR-0033,Furniture,Furnishings,Filing Cabinet,1422.72,2,0.0,546.69,Standard Class,PayPal,Maria Silva
ORD-107377,2025-10-20,2025-10-21,CU-11085,Lisa Allen,Consumer,United States,Georgia,Savannah,South,PR-0017,Technology,Copiers,PrintMaster 200,586.34,2,0.2,8.53,First Class,Bank Transfer,Liam O'Connor
ORD-110044,2022-02-17,2022-02-21,CU-10198,Charles Hill,Corporate,United States,Washington,Seattle,West,PR-0047,Office Supplies,Labels,Address Label Pack,70.58,1,0.15,28.43,Second Class,Bank Transfer,Liam O'Connor
ORD-105238,2025-06-08,2025-06-14,CU-10897,Matthew Clark,Consumer,United States,Ohio,Columbus,Central,PR-0043,Office Supplies,Storage,File Sorter,502.26,6,0.0,245.65,Second Class,Cash on Delivery,Priya Nair
ORD-106650,2025-03-19,2025-03-26,CU-12065,Barbara Scott,Consumer,United States,Pennsylvania,Pittsburgh,East,PR-0040,Office Supplies,Binders,Presentation Binder,25.25,1,0.1,9.29,Second Class,Bank Transfer,Grace Okafor
ORD-111174,2025-06-09,2025-06-10,CU-12005,Jessica Jackson,Consumer,United States,Tennessee,Nashville,South,PR-0031,Furniture,Furnishings,Office Rug,1791.59,2,0.1,291.31,Standard Class,Bank Transfer,Grace Okafor
ORD-101770,2023-01-31,2023-02-04,CU-10639,Mary Sanchez,Corporate,United States,North Carolina,Raleigh,South,PR-0005,Technology,Phones,Aria Smartphone,2433.98,4,0.05,572.52,Standard Class,Bank Transfer,Alex Turner
ORD-106431,2022-09-05,2022-09-07,CU-10594,Robert Walker,Home Office,United States,New Jersey,Jersey City,East,PR-0014,Technology,Accessories,Laptop Stand,1363.17,3,0.3,-151.43,First Class,Bank Transfer,Daniel Kim
ORD-109870,2022-07-11,2022-07-13,CU-10781,Edward Moore,Consumer,United States,New Jersey,Newark,East,PR-0039,Office Supplies,Binders,Report Cover Binder,88.74,2,0.2,28.16,Second Class,Bank Transfer,Sofia Rossi
ORD-110863,2023-05-24,2023-05-25,CU-11691,Jessica Martin,Consumer,United States,Nevada,Reno,West,PR-0005,Technology,Phones,Aria Smartphone,392.29,2,0.1,68.67,Standard Class,Cash on Delivery,Alex Turner
ORD-104622,2024-07-27,2024-07-30,CU-11645,Anthony Garcia,Home Office,United States,Ohio,Columbus,Central,PR-0036,Office Supplies,Paper,Sticky Notes Set,27.57,2,0.2,11.91,Standard Class,PayPal,Ethan Wu
ORD-107626,2025-01-30,2025-02-04,CU-10815,Charles Nguyen,Corporate,United States,California,Los Angeles,West,PR-0014,Technology,Accessories,Laptop Stand,2680.14,2,0.0,774.61,Standard Class,Debit Card,Grace Okafor
ORD-102019,2023-10-19,2023-10-21,CU-10979,Linda Brown,Consumer,United States,Texas,Austin,Central,PR-0030,Furniture,Furnishings,Desk Lamp LED,1632.67,4,0.05,589.56,Standard Class,Bank Transfer,Alex Turner
ORD-108216,2023-11-27,2023-11-29,CU-12165,Carol Ramirez,Consumer,United States,Texas,Dallas,Central,PR-0047,Office Supplies,Labels,Address Label Pack,207.68,2,0.0,105.83,Standard Class,Debit Card,Daniel Kim
ORD-107292,2022-10-07,2022-10-09,CU-10581,Joseph Clark,Consumer,United States,New York,New York City,East,PR-0026,Furniture,Tables,Glass Office Desk,1212.48,2,0.05,404.93,Standard Class,PayPal,Ethan Wu
ORD-107425,2022-01-06,2022-01-09,CU-11446,Deborah Jackson,Consumer,United States,Massachusetts,Boston,East,PR-0014,Technology,Accessories,Laptop Stand,1385.57,3,0.2,112.27,Standard Class,Credit Card,Sofia Rossi
ORD-110575,2024-02-29,2024-03-01,CU-11919,Emily Robinson,Consumer,United States,California,San Francisco,West,PR-0029,Furniture,Bookcases,Modern Ladder Shelf,284.79,2,0.05,94.14,Standard Class,PayPal,Sofia Rossi
ORD-105274,2025-12-28,2025-12-30,CU-11962,Linda Wright,Consumer,United States,Oregon,Portland,West,PR-0039,Office Supplies,Binders,Report Cover Binder,63.23,3,0.1,25.15,Standard Class,Bank Transfer,Carlos Mendes
ORD-110213,2025-02-04,2025-02-11,CU-10226,Barbara Clark,Corporate,United States,New Jersey,Jersey City,East,PR-0011,Technology,Accessories,Wireless Mouse,1464.3,7,0.15,79.21,Standard Class,Cash on Delivery,Liam O'Connor
ORD-107206,2023-02-13,2023-02-16,CU-11781,Kenneth Robinson,Consumer,United States,New York,Buffalo,East,PR-0028,Furniture,Bookcases,Corner Bookshelf,83.39,1,0.2,16.76,Second Class,PayPal,Liam O'Connor
ORD-105473,2024-03-30,2024-03-31,CU-10790,Nancy Thompson,Consumer,United States,Nevada,Las Vegas,West,PR-0042,Office Supplies,Storage,Desk Organizer,83.3,2,0.0,33.26,Standard Class,Credit Card,Liam O'Connor
ORD-102973,2022-07-25,2022-08-01,CU-10012,Anthony Anderson,Consumer,United States,Michigan,Ann Arbor,Central,PR-0043,Office Supplies,Storage,File Sorter,62.3,1,0.4,10.2,Standard Class,Debit Card,Nina Petrova
ORD-109546,2024-04-23,2024-04-27,CU-11837,Richard Sanchez,Corporate,United States,Texas,Austin,Central,PR-0021,Furniture,Chairs,Executive Leather Chair,455.56,1,0.05,136.06,Second Class,Credit Card,Nina Petrova
ORD-106653,2024-10-03,2024-10-06,CU-10088,Paul King,Home Office,United States,Oregon,Eugene,West,PR-0005,Technology,Phones,Aria Smartphone,2169.64,4,0.3,-27.75,Standard Class,Bank Transfer,Priya Nair
ORD-102389,2022-08-19,2022-08-24,CU-11266,Joseph Anderson,Home Office,United States,North Carolina,Charlotte,South,PR-0010,Technology,Computers,WorkStation Elite,10770.76,7,0.0,2324.73,Standard Class,Bank Transfer,Sofia Rossi
ORD-101585,2022-07-08,2022-07-10,CU-10594,Robert Walker,Corporate,United States,California,San Francisco,West,PR-0035,Office Supplies,Paper,Recycled Notebook Pack,101.88,1,0.0,50.15,Standard Class,Debit Card,Carlos Mendes
ORD-106084,2022-07-29,2022-08-02,CU-10521,Dorothy Lewis,Corporate,United States,New York,Albany,East,PR-0013,Technology,Accessories,USB-C Hub,6056.2,5,0.0,1587.15,Standard Class,PayPal,Priya Nair
ORD-111758,2025-12-14,2025-12-15,CU-10764,Margaret Miller,Home Office,United States,Ohio,Columbus,Central,PR-0023,Furniture,Tables,Conference Table Oak,3935.65,5,0.0,1120.0,Standard Class,Credit Card,Sofia Rossi
ORD-110140,2025-03-09,2025-03-15,CU-11535,Margaret Anderson,Consumer,United States,Washington,Seattle,West,PR-0032,Furniture,Furnishings,Wall Clock,216.98,1,0.0,64.6,Standard Class,Credit Card,Grace Okafor
ORD-109883,2024-01-26,2024-01-31,CU-10722,Mary Lopez,Corporate,United States,Georgia,Atlanta,South,PR-0018,Technology,Copiers,ScanPro Duo,638.32,4,0.05,126.18,Second Class,Credit Card,Sofia Rossi
ORD-103987,2022-10-14,2022-10-21,CU-11918,Christopher Garcia,Corporate,United States,Florida,Tampa,South,PR-0039,Office Supplies,Binders,Report Cover Binder,18.58,1,0.3,4.9,First Class,Bank Transfer,Liam O'Connor
